id,submi_id,title,authors,video_link,img,Keywords,group,type,abstracts,alt_text,captions,transcript,doc_link
47,113,ArcUno: A Topology-Sensing Tangible Toolkit for Lean Knowledge Graph Modeling,Filippos Taprantzis and Victor de Boer,https://www.youtube.com/watch?v=GFCiPsGaBjY,,"Tangible user interfaces, conceptual modeling, knowledge graphs, ArUco fiducials, topology sensing",demos,Demo,,,,,
48,167,FnO-Convert: Automatic Semantic Annotation of ML Pipelines Using the Function Ontology,"Pol Nachtergaele, Ben De Meester and Femke Ongenae",https://www.youtube.com/watch?v=baRpsWvo5Pc,,"Prospective provenance, Function ontology, Semantic annotation, Machine learning scripts, PROV-O",demos,Demo,,,,,
49,175,Putting the Athlete in Control of their Performance Data through Privacy-Preserving Aggregators across Data Vaults,"Maarten Vandenbrande, Pieter Bonte and Femke Ongenae",https://www.youtube.com/watch?v=RqNAAcu4VnY,,"Athlete performance monitoring, Personal Data Vault, Aggregator, Privacy-preserving",demos,Demo,,,,,
50,156,Urban Drone Traffic Safety with Semantic Web Enhanced Stream Reasoning through DatalogMTL^RDF,Volodymyr Kadzhaia and Pieter Bonte,https://www.youtube.com/watch?v=YCxMSC2qJQ8,,"Stream Reasoning, Drones, DatalogMTL, RDF Stream Processing",demos,Demo,,,,,
51,185,Enforcing fine-grained data governance for Wikibase via generic and declarative filter rules,Sven Lieber,,https://drive.google.com/file/d/1X592NU-9OPgfJ9suf0zmIYj1-hWur54z/view?usp=drive_link,"Wikibase, Data governance, Privacy",pd,Poster,"The title of the poster on the top left is ""Enforcing declarative data access rules for personal data in an operational Wikibase""
The subtitle below in a smaller font is ""To keep our almost 1 million person records as open as possible and as closed as necessary"", 
whereas the part ""as closed as necessary"" is underlined, highlighting the focus of the poster.
Below is the following text to provide context: ""Default visibility is encoded on the global property, but how can it be overwritten for specific items (e.g. for GDPR requests while remaining expressive and user-friendly?""
Other than that, there are three Wikibase screenshots arranged on an exponential curve.
The first is showing statement-level annotations, accompanied by a green box with the advantage ""Intuitive and straightforward"" and a red box with the disadvantage ""Semantic Issues"".
The second screenshot in the middle of the curve shows the option ""centralized visibility property"", accompanied by a green box stating the advantage ""expressive and easy to find"" and a red box stating the disadvantage ""ambiguous edge cases"".
The third screenshot on top of the curve shows the option ""explicit rule entities"", accompanied by a green box stating the advantage ""very expressive"" and a red box stating the disadvantage ""high curation burden"".
At the bottom is a banner with the logos of the Royal Library of Belgium, the Belgian Science Policy Office and the MetaBelgica project.
Furthermore, the E-mail of the author Sven.Lieber@kbr.be is provided, a link to the website https://metabelgica.be
as well as the DOI identifier of the poster https://doi.org/10.5281/zenodo.21915884","The title of the poster on the top left is ""Enforcing declarative data access rules for personal data in an operational Wikibase""
The subtitle below in a smaller font is ""To keep our almost 1 million person records as open as possible and as closed as necessary"", 
whereas the part ""as closed as necessary"" is underlined, highlighting the focus of the poster.
Below is the following text to provide context: ""Default visibility is encoded on the global property, but how can it be overwritten for specific items (e.g. for GDPR requests while remaining expressive and user-friendly?""
Other than that, there are three Wikibase screenshots arranged on an exponential curve.
The first is showing statement-level annotations, accompanied by a green box with the advantage ""Intuitive and straightforward"" and a red box with the disadvantage ""Semantic Issues"".
The second screenshot in the middle of the curve shows the option ""centralized visibility property"", accompanied by a green box stating the advant",,,
52,177,Explore Intra-Belgian book translation flows with a SAMPO-UI,"Sven Lieber, Ann Van Camp, Joren Six and Julie Birkholz",https://www.youtube.com/watch?v=uKUMy-XhK4M,,"Big Translation History, Semantic Portal, Library Science",demos,Demo,,,,,
53,106,Sampo-UI Meets Ontop: Publishing Relational Digital Humanities Data on the Semantic Web,"Joren Six, Jahid Chetti, Annastiina Ahola, Frederic Lamsens, Heikki Rantala and Eero Hyvönen",https://www.youtube.com/watch?v=9MSau4_7YNM,,"Linked data, SPARQL, Sampo-UI, Semantic Web, Virtual Knowledge Graph, Ontop-VKG",demos,Demo,,,,,
54,137,Using ParliamentSampo Linked Open Data Service and Portal for Analyzing Interruptions and Laughter in the Plenary Sessions of the Parliament of Finland,"Eero Hyvönen, Petri Leskinen, Heikki Rantala, Jouni Tuominen and Annastiina Ahola",https://www.youtube.com/watch?v=H0t3Cx7JskM,,"linked data, parliamentary data, digital humanities, user interface, semantic portal, SPARQL",demos,Demo,,,,,
55,166,EthnoBot: A Semantic Platform for Ethnobotanical Data Collection and LLM-Aided Plant Name Resolution,"Theodora Manika, Michail Tsenos, Christian Ebeling, Vijay Ingalalli, Antigoni Cheilari, Evanthia Dina, Avni Hajdari, Andrea Pieroni, Dimitrios Gunopoulos, Marc Jacobs and Nektarios Aligiannis",https://www.youtube.com/watch?v=HwZJe6j_DAg,,"ethnobotany, semantic web, knowledge graphs, Darwin Core, plant name resolution, large language models, linked data, biodiversity informatics",demos,Demo,,,,,
56,107,KGWorkbench: From Modular Ontologies to Human-Reviewed Knowledge Graphs - A Human-in-the-Loop Tool for LLM-assisted Knowledge Graph Construction,"Ole Katzenberger, Ferdinand Moritz Schreiber, Christos Vagkidis, Alf Köhn-Seemann and Thomas Kopinski",https://www.youtube.com/watch?v=BpO-RszuRP8,,"Knowledge Graph Construction, Modular Ontology Modeling (MOMo), Large Language Models, GraphRAG",demos,Demo,,,,,
57,121,Montage: LLM-driven Expert-in-loop Schema-Ontology Mapper,"Siddhesh Thombre, Manasi Patwardhan and Sunita Sarawagi",https://www.youtube.com/watch?v=Ce9NfnA3fMQ,,"Database-Ontology mapping, data integration, enterprise search, R2RML generation",demos,Demo,,,,,
58,122,Towards ATIC: A Specialized Quadstore Tailored for Corporate Memories,"Markus Schröder, Desiree Heim, Christian Jilek and Andreas Dengel",https://www.youtube.com/watch?v=bKEHptIYK1k,,"Resource Description Framework (RDF), Triplestore, Quadstore, Access Control, Corporate Memory",demos,Demo,,,,,
59,155,MCP-over-SPARQL : Giving AI the tools to query knowledge graphs,"Tarek Bouzelat, Thomas Francart, Badisse Dahamna, Flavien Disson, Romain Lelong, Catherine Letord and Stefan Darmoni",https://www.youtube.com/watch?v=iUlBUIXGxY4,,"Knowledge Graph, Model Context Protocol (MCP), SPARQL, SHACL",demos,Demo,,,,,
60,162,Streaming Interoperable Construction Data with LDES,Carlos Ramonell and Mathias Bonduel,https://www.youtube.com/watch?v=bX0UqZ7oGwI,,"Linked Data Event Streams, Construction Information Management, Interoperability",demos,Demo,,,,,
61,170,Robot Capability Assessment in Manufacturing Using Semantic XAI and Neuro-Symbolic Reasoning,"Muhammad Raza Naqvi, Arkopaul Sarkar, Linda Elmhadhbi, Antoine Zimmermann and Hedi Karray",https://www.youtube.com/watch?v=t7HNxGwg94I,,"Knowledge Engineering, Manufacturing Common-Sense knowledge, Semantic Explainable AI",demos,Demo,,,,,
62,172,The FAIR Humanitarian Data Space,"Rens Kievit, Joëlle Stocker and Mirjam van Reisen",https://www.youtube.com/watch?v=FytrM8POLCQ,,"FAIR Data, Data Space, Interoperability, Federated Querying",demos,Demo,,,,,
63,181,Session Graph: A Provenance-Aware Semantic Memory Layer for AI-Assisted Development,Roberto Shimizu,https://www.youtube.com/watch?v=54VL71-UfeU,,"Knowledge graph, Provenance, PROV-O, Wikidata linking, LLM knowledge extraction, Agent memory, SPARQL",demos,Demo,,,,,
64,184,AMA-KBQA: An Adaptable Multi-Agent Framework for Generalizable Knowledge Base Question Answering,"Yannic Duan, Maximilian Klattig, Maurice Bardenhagen, Yuyang Li and Tobias Käfer",https://www.youtube.com/watch?v=0sW_jHzXhlI,,"KBQA, SPARQL, Large Language Models, Model Context Protocol, Knowledge Graphs, RAG",demos,Demo,,,,,
65,190,"Trust Chains for AI-Assisted Heritage Knowledge: A Wiki-Backed, Tradition-Aware Pipeline",Vijendra Kushwaha,https://www.youtube.com/watch?v=y8iJf9haLJc,,"human-AI knowledge engineering, provenance, PROV-O, cultural heritage, multilinguality",demos,Demo,,,,,
66,191,Knowledge-Graph Scope Expansion for Text-to-SQL RAG over Czech Public-Health Tables: A Demo,Peter Vajdecka,https://www.youtube.com/watch?v=0f9w-IB1jgg,,"retrieval-augmented generation, knowledge graphs, KG-RAG, semantic retrieval, text-to-SQL, public-health open data, tabular summarization",demos,Demo,,,,,
67,183,OBIS Extractor: Create a Schema for Your Knowledge Graph,"Kārlis Čerāns, Aiga Romane-Ritmane, Mikus Grasmanis and Lelde Lāce",https://www.youtube.com/watch?v=1_aBqujVOZE,,"Knowledge graphs, Knowledge graph schema, Visual schema diagrams, Visual queries",demos,Demo,,,,,
68,189,Agentic exploration of knowledge graph data schemas,"Uldis Bojārs, Lelde Lāce, Mikus Grasmanis and Kārlis Čerāns",https://www.youtube.com/watch?v=y8K_WSaH-jY,,"knowledge graphs, SPARQL endpoints, data schemas, Model Context Protocol, large language models, agentic AI",demos,Demo,,,,,
